Task for: 20
Total number of subfolders detected: 1294 in parent folder: /nfs/ssd8/data/laion400m/laion400m-data-20-img/i20
First subfolder: /nfs/ssd8/data/laion400m/laion400m-data-20-img/i20/01184/
Take number of dataset folders as output partition for multiple dataset folders: 1294
--------------Starting the worker-------------
Total number of tasks: 1294
Total number of partitions: 1294
Total number of datasets: 1294
------------------------------
Starting work on task 0
warming up with batch size 1024 on cuda
done warming up in 15.185197353363037s
------------------------------
Starting work on task 1
------------------------------
Starting work on task 2
 sample_per_sec 15 ; sample_count 1024 
 sample_per_sec 175 ; sample_count 6561836 
 sample_per_sec 175 ; sample_count 6561836 
 sample_per_sec 175 ; sample_count 6561836 
 sample_per_sec 175 ; sample_count 6561836 
 sample_per_sec 175 ; sample_count 6562860 
 sample_per_sec 175 ; sample_count 6565932 
 sample_per_sec 175 ; sample_count 6565932 
 sample_per_sec 175 ; sample_count 6569004 
 sample_per_sec 175 ; sample_count 6571371 
 sample_per_sec 175 ; sample_count 6571371 
 sample_per_sec 175 ; sample_count 6571371 
 sample_per_sec 175 ; sample_count 6571371 
 sample_per_sec 175 ; sample_count 6572395 
 sample_per_sec 175 ; sample_count 6575467 
 sample_per_sec 175 ; sample_count 6578539 
 sample_per_sec 175 ; sample_count 6580587 
 sample_per_sec 175 ; sample_count 6580877 
 sample_per_sec 175 ; sample_count 6580877 
 sample_per_sec 175 ; sample_count 6580877 
 sample_per_sec 175 ; sample_count 6581901 
 sample_per_sec 175 ; sample_count 6584973 
 sample_per_sec 175 ; sample_count 6584973 
 sample_per_sec 175 ; sample_count 6588045 
 sample_per_sec 175 ; sample_count 6590411 
 sample_per_sec 175 ; sample_count 6590411 
 sample_per_sec 175 ; sample_count 6590411 
 sample_per_sec 175 ; sample_count 6591435 
 sample_per_sec 175 ; sample_count 6593483 
 sample_per_sec 175 ; sample_count 6596555 
 sample_per_sec 175 ; sample_count 6599627 
 sample_per_sec 175 ; sample_count 6599963 
 sample_per_sec 175 ; sample_count 6599963 
 sample_per_sec 175 ; sample_count 6599963 
 sample_per_sec 175 ; sample_count 6600987 
 sample_per_sec 175 ; sample_count 6600987 
 sample_per_sec 175 ; sample_count 6603035 
 sample_per_sec 176 ; sample_count 6606107 
 sample_per_sec 176 ; sample_count 6609494 
 sample_per_sec 176 ; sample_count 6609494 
 sample_per_sec 176 ; sample_count 6609494 
 sample_per_sec 175 ; sample_count 6609494 
 sample_per_sec 175 ; sample_count 6610518 
 sample_per_sec 176 ; sample_count 6613590 
 sample_per_sec 176 ; sample_count 6615638 
 sample_per_sec 176 ; sample_count 6618710 
 sample_per_sec 176 ; sample_count 6618984 
 sample_per_sec 176 ; sample_count 6618984 
 sample_per_sec 176 ; sample_count 6618984 
 sample_per_sec 176 ; sample_count 6620008 
 sample_per_sec 176 ; sample_count 6620008 
 sample_per_sec 176 ; sample_count 6623080 
 sample_per_sec 176 ; sample_count 6625128 
 sample_per_sec 176 ; sample_count 6627176 
 sample_per_sec 176 ; sample_count 6628534 
 sample_per_sec 176 ; sample_count 6628534 
 sample_per_sec 176 ; sample_count 6628534 
 sample_per_sec 176 ; sample_count 6628534 
 sample_per_sec 176 ; sample_count 6629558 
 sample_per_sec 176 ; sample_count 6631606 
 sample_per_sec 176 ; sample_count 6634678 
 sample_per_sec 176 ; sample_count 6634678 
 sample_per_sec 176 ; sample_count 6638068 
 sample_per_sec 176 ; sample_count 6638068 
 sample_per_sec 176 ; sample_count 6638068 
 sample_per_sec 176 ; sample_count 6638068 
 sample_per_sec 176 ; sample_count 6638068 
 sample_per_sec 176 ; sample_count 6639092 
 sample_per_sec 176 ; sample_count 6641140 
 sample_per_sec 176 ; sample_count 6643188 
 sample_per_sec 176 ; sample_count 6646260 
 sample_per_sec 176 ; sample_count 6647566 
 sample_per_sec 176 ; sample_count 6647566 
 sample_per_sec 176 ; sample_count 6647566 
 sample_per_sec 176 ; sample_count 6647566 
 sample_per_sec 176 ; sample_count 6648590 
 sample_per_sec 176 ; sample_count 6651662 
 sample_per_sec 176 ; sample_count 6653710 
 sample_per_sec 176 ; sample_count 6653710 
 sample_per_sec 176 ; sample_count 6657099 
 sample_per_sec 176 ; sample_count 6657099 
 sample_per_sec 176 ; sample_count 6657099 
 sample_per_sec 176 ; sample_count 6657099 
 sample_per_sec 176 ; sample_count 6658123 
 sample_per_sec 176 ; sample_count 6660171 
 sample_per_sec 176 ; sample_count 6662219 
 sample_per_sec 176 ; sample_count 6665291 
 sample_per_sec 176 ; sample_count 6666600 
 sample_per_sec 176 ; sample_count 6666600 
 sample_per_sec 176 ; sample_count 6666600 
 sample_per_sec 176 ; sample_count 6666600 
 sample_per_sec 176 ; sample_count 6667624 
 sample_per_sec 176 ; sample_count 6669672 
 sample_per_sec 176 ; sample_count 6671720 
 sample_per_sec 176 ; sample_count 6674792 
 sample_per_sec 176 ; sample_count 6676126 
 sample_per_sec 176 ; sample_count 6676126 
 sample_per_sec 176 ; sample_count 6676126 
 sample_per_sec 176 ; sample_count 6677150 
 sample_per_sec 176 ; sample_count 6680222 
 sample_per_sec 176 ; sample_count 6680222 
 sample_per_sec 176 ; sample_count 6682270 
 sample_per_sec 176 ; sample_count 6685639 
 sample_per_sec 176 ; sample_count 6685639 
 sample_per_sec 176 ; sample_count 6685639 
 sample_per_sec 176 ; sample_count 6685639 
 sample_per_sec 176 ; sample_count 6686663 
 sample_per_sec 176 ; sample_count 6689735 
 sample_per_sec 176 ; sample_count 6691783 
 sample_per_sec 176 ; sample_count 6691783 
 sample_per_sec 176 ; sample_count 6695142 
 sample_per_sec 176 ; sample_count 6695142 
 sample_per_sec 176 ; sample_count 6695142 
 sample_per_sec 176 ; sample_count 6695142 
 sample_per_sec 176 ; sample_count 6696166 
 sample_per_sec 176 ; sample_count 6698214 
 sample_per_sec 176 ; sample_count 6700262 
 sample_per_sec 176 ; sample_count 6700262 
 sample_per_sec 176 ; sample_count 6703334 
 sample_per_sec 176 ; sample_count 6704673 
 sample_per_sec 176 ; sample_count 6704673 
 sample_per_sec 176 ; sample_count 6704673 
 sample_per_sec 176 ; sample_count 6704673 
 sample_per_sec 176 ; sample_count 6705697 
 sample_per_sec 176 ; sample_count 6708769 
 sample_per_sec 176 ; sample_count 6711841 
 sample_per_sec 176 ; sample_count 6711841 
 sample_per_sec 176 ; sample_count 6714184 
 sample_per_sec 176 ; sample_count 6714184 
 sample_per_sec 176 ; sample_count 6714184 
 sample_per_sec 176 ; sample_count 6715208 
 sample_per_sec 176 ; sample_count 6718280 
 sample_per_sec 176 ; sample_count 6720328 
 sample_per_sec 176 ; sample_count 6720328 
 sample_per_sec 176 ; sample_count 6723712 
 sample_per_sec 176 ; sample_count 6723712 
 sample_per_sec 176 ; sample_count 6723712 
 sample_per_sec 176 ; sample_count 6723712 
 sample_per_sec 176 ; sample_count 6724736 
 sample_per_sec 176 ; sample_count 6727808 
 sample_per_sec 176 ; sample_count 6727808 
 sample_per_sec 176 ; sample_count 6730880 
 sample_per_sec 176 ; sample_count 6733269 
 sample_per_sec 176 ; sample_count 6733269 
 sample_per_sec 176 ; sample_count 6733269 
 sample_per_sec 176 ; sample_count 6733269 
 sample_per_sec 176 ; sample_count 6733269 
 sample_per_sec 176 ; sample_count 6734293 
 sample_per_sec 176 ; sample_count 6736341 
 sample_per_sec 176 ; sample_count 6739413 
 sample_per_sec 176 ; sample_count 6742485 
 sample_per_sec 176 ; sample_count 6742766 
 sample_per_sec 176 ; sample_count 6742766 
 sample_per_sec 176 ; sample_count 6742766 
 sample_per_sec 176 ; sample_count 6742766 
 sample_per_sec 176 ; sample_count 6743790 
 sample_per_sec 176 ; sample_count 6746862 
 sample_per_sec 176 ; sample_count 6748910 
 sample_per_sec 177 ; sample_count 6751982 
 sample_per_sec 176 ; sample_count 6752298 
 ------------------------------
Starting work on task 712
------------------------------
Starting work on task 713
------------------------------
Starting work on task 714
------------------------------
Starting work on task 715
------------------------------
Starting work on task 716
------------------------------
Starting work on task 717
------------------------------
Starting work on task 718
------------------------------
Starting work on task 719
------------------------------
Starting work on task 720
------------------------------
Starting work on task 721
------------------------------
Starting work on task 722
------------------------------
Starting work on task 723
------------------------------
Starting work on task 724
------------------------------
Starting work on task 725
------------------------------
Starting work on task 726
------------------------------
Starting work on task 727
------------------------------
Starting work on task 728
------------------------------
Starting work on task 729
------------------------------
Starting work on task 730
------------------------------
Starting work on task 731
------------------------------
Starting work on task 732
------------------------------
Starting work on task 733
------------------------------
Starting work on task 734
------------------------------
Starting work on task 735
sample_per_sec 176 ; sample_count 6752298 
 sample_per_sec 176 ; sample_count 6752298 
 sample_per_sec 176 ; sample_count 6752298 
 sample_per_sec 176 ; sample_count 6753322 
 sample_per_sec 176 ; sample_count 6755370 
 sample_per_sec 176 ; sample_count 6757418 
 sample_per_sec 177 ; sample_count 6759466 
 sample_per_sec 177 ; sample_count 6761514 
 sample_per_sec 177 ; sample_count 6761762 
 sample_per_sec 177 ; sample_count 6761762 
 sample_per_sec 176 ; sample_count 6761762 
 sample_per_sec 176 ; sample_count 6761762 
 sample_per_sec 176 ; sample_count 6762786 
 sample_per_sec 177 ; sample_count 6765858 
 sample_per_sec 177 ; sample_count 6768930 
 sample_per_sec 177 ; sample_count 6768930 
 sample_per_sec 177 ; sample_count 6771291 
 sample_per_sec 177 ; sample_count 6771291 
 sample_per_sec 177 ; sample_count 6771291 
 sample_per_sec 177 ; sample_count 6772315 
 sample_per_sec 177 ; sample_count 6775387 
 sample_per_sec 177 ; sample_count 6778459 
 sample_per_sec 177 ; sample_count 6780507 
 sample_per_sec 177 ; sample_count 6780811 
 sample_per_sec 177 ; sample_count 6780811 
 sample_per_sec 177 ; sample_count 6780811 
 sample_per_sec 177 ; sample_count 6781835 
 sample_per_sec 177 ; sample_count 6784907 
 sample_per_sec 177 ; sample_count 6787979 
 sample_per_sec 177 ; sample_count 6787979 
 sample_per_sec 177 ; sample_count 6790350 
 sample_per_sec 177 ; sample_count 6790350 
 sample_per_sec 177 ; sample_count 6790350 
 sample_per_sec 177 ; sample_count 6791374 
 sample_per_sec 177 ; sample_count 6793422 
 sample_per_sec 177 ; sample_count 6796494 
 sample_per_sec 177 ; sample_count 6799566 
 sample_per_sec 177 ; sample_count 6799851 
 sample_per_sec 177 ; sample_count 6799851 
 sample_per_sec 177 ; sample_count 6799851 
 sample_per_sec 177 ; sample_count 6799851 
 sample_per_sec 177 ; sample_count 6800875 
 sample_per_sec 177 ; sample_count 6803947 
 sample_per_sec 177 ; sample_count 6807019 
 sample_per_sec 177 ; sample_count 6809360 
 sample_per_sec 177 ; sample_count 6809360 
 sample_per_sec 177 ; sample_count 6809360 
 sample_per_sec 177 ; sample_count 6809360 
 sample_per_sec 177 ; sample_count 6810384 
 sample_per_sec 177 ; sample_count 6813456 
 sample_per_sec 177 ; sample_count 6816528 
 sample_per_sec 177 ; sample_count 6818872 
 sample_per_sec 177 ; sample_count 6818872 
 sample_per_sec 177 ; sample_count 6818872 
 sample_per_sec 177 ; sample_count 6818872 
 sample_per_sec 177 ; sample_count 6818872 
 sample_per_sec 177 ; sample_count 6818872 
 sample_per_sec 177 ; sample_count 6819896 
 sample_per_sec 177 ; sample_count 6819896 
 sample_per_sec 177 ; sample_count 6822968 
 sample_per_sec 177 ; sample_count 6826040 
 sample_per_sec 177 ; sample_count 6828401 
 sample_per_sec 177 ; sample_count 6828401 
 sample_per_sec 177 ; sample_count 6828401 
 sample_per_sec 177 ; sample_count 6828401 
 sample_per_sec 177 ; sample_count 6829425 
 sample_per_sec 177 ; sample_count 6832497 
 sample_per_sec 177 ; sample_count 6835569 
 sample_per_sec 177 ; sample_count 6835569 
 sample_per_sec 177 ; sample_count 6837897 
 sample_per_sec 177 ; sample_count 6837897 
 sample_per_sec 177 ; sample_count 6837897 
 sample_per_sec 177 ; sample_count 6838921 
 sample_per_sec 177 ; sample_count 6841993 
 sample_per_sec 177 ; sample_count 6844041 
 sample_per_sec 177 ; sample_count 6844041 
 sample_per_sec 177 ; sample_count 6847408 
 sample_per_sec 177 ; sample_count 6847408 
 sample_per_sec 177 ; sample_count 6847408 
 sample_per_sec 177 ; sample_count 6847408 
 sample_per_sec 177 ; sample_count 6848432 
 sample_per_sec 177 ; sample_count 6850480 
 sample_per_sec 177 ; sample_count 6850480 
 sample_per_sec 177 ; sample_count 6853552 
 sample_per_sec 177 ; sample_count 6856624 
 sample_per_sec 177 ; sample_count 6856924 
 sample_per_sec 177 ; sample_count 6856924 
 sample_per_sec 177 ; sample_count 6857948 
 sample_per_sec 177 ; sample_count 6857948 
 sample_per_sec 177 ; sample_count 6861020 
 sample_per_sec 177 ; sample_count 6863068 
 sample_per_sec 177 ; sample_count 6866444 
 sample_per_sec 177 ; sample_count 6866444 
 sample_per_sec 177 ; sample_count 6866444 
 sample_per_sec 177 ; sample_count 6866444 
 sample_per_sec 177 ; sample_count 6867468 
 sample_per_sec 177 ; sample_count 6870540 
 sample_per_sec 177 ; sample_count 6870540 
 sample_per_sec 177 ; sample_count 6873612 
 sample_per_sec 177 ; sample_count 6875939 
 sample_per_sec 177 ; sample_count 6875939 
 sample_per_sec 177 ; sample_count 6875939 
 sample_per_sec 177 ; sample_count 6876963 
 sample_per_sec 177 ; sample_count 6876963 
 sample_per_sec 177 ; sample_count 6880035 
 sample_per_sec 177 ; sample_count 6883107 
 sample_per_sec 177 ; sample_count 6885483 
 sample_per_sec 177 ; sample_count 6885483 
 sample_per_sec 177 ; sample_count 6885483 
 sample_per_sec 177 ; sample_count 6885483 
 sample_per_sec 177 ; sample_count 6885483 
 sample_per_sec 177 ; sample_count 6886507 
 sample_per_sec 177 ; sample_count 6888555 
 sample_per_sec 177 ; sample_count 6890603 
 sample_per_sec 178 ; sample_count 6893675 
 sample_per_sec 178 ; sample_count 6894977 
 sample_per_sec 177 ; sample_count 6894977 
 sample_per_sec 177 ; sample_count 6894977 
 sample_per_sec 177 ; sample_count 6894977 
 sample_per_sec 177 ; sample_count 6896001 
 sample_per_sec 177 ; sample_count 6898049 
 sample_per_sec 177 ; sample_count 6898049 
 sample_per_sec 178 ; sample_count 6901121 
 sample_per_sec 178 ; sample_count 6904503 
 sample_per_sec 178 ; sample_count 6904503 
 sample_per_sec 178 ; sample_count 6904503 
 sample_per_sec 178 ; sample_count 6904503 
 sample_per_sec 178 ; sample_count 6905527 
 sample_per_sec 177 ; sample_count 6905527 
 sample_per_sec 178 ; sample_count 6908599 
 sample_per_sec 178 ; sample_count 6911671 
 sample_per_sec 178 ; sample_count 6914009 
 sample_per_sec 178 ; sample_count 6914009 
 sample_per_sec 178 ; sample_count 6914009 
 sample_per_sec 178 ; sample_count 6914009 
 sample_per_sec 178 ; sample_count 6915033 
 sample_per_sec 178 ; sample_count 6917081 
 sample_per_sec 178 ; sample_count 6920153 
 sample_per_sec 178 ; sample_count 6923225 
 sample_per_sec 178 ; sample_count 6923544 
 sample_per_sec 178 ; sample_count 6923544 
 sample_per_sec 178 ; sample_count 6923544 
 sample_per_sec 178 ; sample_count 6924568 
 sample_per_sec 178 ; sample_count 6926616 
 sample_per_sec 178 ; sample_count 6926616 
 sample_per_sec 178 ; sample_count 6929688 
 sample_per_sec 178 ; sample_count 6933049 
 sample_per_sec 178 ; sample_count 6933049 
 sample_per_sec 178 ; sample_count 6933049 
 sample_per_sec 178 ; sample_count 6933049 
 sample_per_sec 178 ; sample_count 6934073 
 sample_per_sec 178 ; sample_count 6936121 
 sample_per_sec 178 ; sample_count 6939193 
 sample_per_sec 178 ; sample_count 6942265 
 sample_per_sec 178 ; sample_count 6942567 
 sample_per_sec 178 ; sample_count 6942567 
 sample_per_sec 178 ; sample_count 6942567 
 sample_per_sec 178 ; sample_count 6943591 
 sample_per_sec 178 ; sample_count 6946663 
 sample_per_sec 178 ; sample_count 6949735 
 sample_per_sec 178 ; sample_count 6952116 
 sample_per_sec 178 ; sample_count 6952116 
 sample_per_sec 178 ; sample_count 6952116 
 sample_per_sec 178 ; sample_count 6952116 
 sample_per_sec 178 ; sample_count 6953140 
 sample_per_sec 178 ; sample_count 6956212 
 sample_per_sec 178 ; sample_count 6958260 
 sample_per_sec 178 ; sample_count 6958260 
 sample_per_sec 178 ; sample_count 6961674 
 sample_per_sec 178 ; sample_count 6961674 
 sample_per_sec 178 ; sample_count 6961674 
 sample_per_sec 178 ; sample_count 6961674 
 sample_per_sec 178 ; sample_count 6962698 
 sample_per_sec 178 ; sample_count 6964746 
 sample_per_sec 178 ; sample_count 6967818 
 sample_per_sec 178 ; sample_count 6967818 
 sample_per_sec 178 ; sample_count 6971194 
 sample_per_sec 178 ; sample_count 6971194 
 sample_per_sec 178 ; sample_count 6971194 
 sample_per_sec 178 ; sample_count 6971194 
 sample_per_sec 178 ; sample_count 6972218 
 sample_per_sec 178 ; sample_count 6975290 
 sample_per_sec 178 ; sample_count 6977338 
 sample_per_sec 178 ; sample_count 6980410 
 sample_per_sec 178 ; sample_count 6980703 
 sample_per_sec 178 ; sample_count 6980703 
 ------------------------------
Starting work on task 736
------------------------------
Starting work on task 737
------------------------------
Starting work on task 738
------------------------------
Starting work on task 739
------------------------------
Starting work on task 740
------------------------------
Starting work on task 741
------------------------------
Starting work on task 742
------------------------------
Starting work on task 743
------------------------------
Starting work on task 744
------------------------------
Starting work on task 745
------------------------------
Starting work on task 746
------------------------------
Starting work on task 747
------------------------------
Starting work on task 748
------------------------------
Starting work on task 749
------------------------------
Starting work on task 750
------------------------------
Starting work on task 751
------------------------------
Starting work on task 752
------------------------------
Starting work on task 753
------------------------------
Starting work on task 754
------------------------------
Starting work on task 755
------------------------------
Starting work on task 756
------------------------------
Starting work on task 757
------------------------------
Starting work on task 758
------------------------------
Starting work on task 759
sample_per_sec 178 ; sample_count 6980703 
